ALFABETA;"PRINCIPIO ACTIVO";"MARCA COMERCIAL";PRESENTACION;LABORATORIO;"PVP PAMI AL 30/04/2021";COBERTURA;"IMPORTE AFILIADO"
44527;losartán;KLOSARTAN;"50 mg comp.x 30";Klonal;988.6;80;197.72
33006;losartán+hidroclorotiazida;KLOSARTAN-D;"50/12.5 mg comp.x 30";Klonal;1066.81;60;426.72
25484;meprednisona;PREDNISONAL;"40 mg comp.x 20";Klonal;1406.51;50;703.26
25483;meprednisona;PREDNISONAL;"8 mg comp.x 20";Klonal;510.04;50;255.02
30855;metronidazol;ETRONIL;"500 mg comp.x 20";Klonal;315.36;50;157.68
42850;nafazolina+feniramina;"MIRA KLONAL";"fco.gotero x 5 ml";Klonal;279.23;50;139.62
28686;naproxeno;NAPROGEN;"500 mg comp.x 20";Klonal;546.4;50;273.2
25454;norfloxacina;"NORFLOXACINA KLONAL";"400 mg comp.x 20";Klonal;579.54;60;231.82
27446;rifamicina;RIFAMICINA-G;"1 g% pda.x 20 g";Klonal;241.3;60;96.52
31524;sodio.cloruro;RELENTE;"sol.oft.x 10 ml";Klonal;235.61;50;117.81
49396;tamsulosina;FLOCPROX;"0.4 mg caps.x 30";Klonal;1295.37;50;647.69
21816;timolol.maleato;KLONALOL;"0.5% gts.oft.x 5 ml";Klonal;289.77;80;57.95
21825;vit.b.complejo;TRISEL;"250/250/3 mg comp.x 10";Klonal;329.31;50;164.66
53736;tiotropio.bromuro;ASPIRE;caps.p/inh.x30+Inhalador;LKM;3083.24;50;1541.62
49099;dexametasona;"DEXAMERAL 40";"40 mg comp.x 14";"LKM Onco/Especi";772.42;50;386.21
25524;metotrexato;"METOTREXATO 2.5 DOSA";"2.5 mg comp.rec.x 100";"LKM Onco/Especi";690.26;50;345.13
30771;metotrexato;"METOTREXATO 2.5 DOSA";"2.5 mg comp.rec.x 50";"LKM Onco/Especi";329.83;50;164.92
37859;oseltamivir;AGUCORT;"caps.x 10";"LKM Onco/Especi";812.36;50;406.18
26616;pipotiazina;"PIPOTIAZINA 100 DOSA";"100 mg a.x 1";"LKM Onco/Especi";768.62;50;384.31
26615;pipotiazina;"PIPOTIAZINA 25 DOSA";"25 mg a.x 3";"LKM Onco/Especi";580.66;50;290.33
34439;risperidona;"RISPERIDONA DOSA";"3 mg comp.rec.x 60";"LKM Onco/Especi";781.34;50;390.67
50645;roflumilast;PLUSMUV;"0.5 mg comp.x 30";"LKM Onco/Especi";2141.71;50;1070.86
24948;amoxicilina;AMOXIGRAND;"1 g comp.x 16";"Lab Internacion";224.19;60;89.68
19067;amoxicilina;AMOXIGRAND;"500 mg comp.x 16";"Lab Internacion";75.6;60;30.24
19071;amoxicilina;AMOXIGRAND;"500 mg susp.ext.x 90 ml";"Lab Internacion";108.4;60;43.36
36636;amoxicilina;AMOXIGRAND;"875 mg comp.x 16";"Lab Internacion";105.04;60;42.02
41683;brimonidina+timolol;TIMOBRIM;"sol.oft.esteril x 5ml";"Lab Internacion";936.81;50;468.41
46033;budesonide;"AEROVIAL HFA";"aer.x 200 ds.+adapt.buc.";"Lab Internacion";1017.73;80;203.55
45442;budesonide;AEROVIAL;"fco.x 20 ml";"Lab Internacion";702.04;80;140.41
47442;budesonide+formoterol;"FORMOVENT + BUDE";"caps.p/inhal.x 60+aplic.";"Lab Internacion";795.5;60;318.2
48789;budesonide+formoterol;"FORMOVENT + BUDE";caps.p/inhal.x120+aplic.;"Lab Internacion";2812.59;60;1125.04
48790;budesonide+formoterol;"FORMOVENT + BUDE";caps.p/inhal.x120s/aplic;"Lab Internacion";1363.61;60;545.44
47443;budesonide+formoterol;"FORMOVENT + BUDE";"caps.p/inhal.x60 s/aplic";"Lab Internacion";753.41;60;301.36
47916;carbomer;XICRIM;"fco. got.x 10 g";"Lab Internacion";625.07;50;312.54
31839;"carbomer 974 p";LATLAS;"gel oft.x 10 g";"Lab Internacion";715.55;50;357.78
39820;"carbomer 974 p+asoc.";"LATLAS FRESH";"gel oft.x 10 g";"Lab Internacion";761.02;50;380.51
50807;ciclesonida;"CYCLOSISTEM NASAL";"susp.nasal est.x 120 ds";"Lab Internacion";393.28;50;196.64
45625;ciprofloxacina+dexametasona;PROCALM;"sol.oft.x 5 ml";"Lab Internacion";521.26;60;208.5
31683;"diclofenac sódico+tobramicina";TOBRATLAS;"gts.oft.x 5 ml";"Lab Internacion";480.51;50;240.26
36325;dorzolamida;DORLAMIDA;"sol.oft.x 5 ml";"Lab Internacion";936.4;60;374.56
36326;dorzolamida+timolol;"DORLAMIDA T";"sol.oft.x 5 ml";"Lab Internacion";1164.24;60;465.7
39943;epinastina;EPIOFTAL;"sol.oft.x 5 ml";"Lab Internacion";712.57;50;356.29
47389;eritromicina;OFTALMOLETS;gts.oft.prep.extemp.x5ml;"Lab Internacion";693.9;50;346.95
34206;eritromicina;"ERITROMICINA ATLAS";"gts.oft.x 5 ml";"Lab Internacion";650.36;50;325.18
47576;fluticasona;"BRONQUILAIR NASAL";"spray nasal x 120 ds";"Lab Internacion";275.57;80;55.11
46732;formoterol;FORMOVENT;"caps.p/inhalar x 30";"Lab Internacion";182.68;80;36.54
46733;formoterol;FORMOVENT;"caps.p/inhalar x 60";"Lab Internacion";274.93;80;54.99
42558;hidroxipropilmetilcelulosa;"LATLAS TEARS";"fco.gotero x 15 ml";"Lab Internacion";474.43;50;237.22
41275;"inosina.monofosfato disódico";INOKAT;"sol.oft.esteril x 10 ml";"Lab Internacion";998.35;50;499.18
43876;latanoprost;GLAUCOGESIC;"fco.got.sol.oft.x 2.5ml";"Lab Internacion";884.87;60;353.95
46115;latanoprost+timolol;"GLAUCOGESIC T";"sol.oft.x 2.5 ml";"Lab Internacion";867.35;50;433.68
50293;"mometasona furoato";LISIKER;"susp.acuosa nasal x140ds";"Lab Internacion";540.32;50;270.16
43262;moxifloxacina;MOFLAG;"sol.oft.x 5 ml";"Lab Internacion";1331.72;80;266.34
45582;"moxifloxacina+dexametasona fosf.";"MOFLAG D";"coliro x 5 ml";"Lab Internacion";1135.24;80;227.05
46186;olopatadine;ZOLOATLAS;"fco.gotero x 2.5 ml";"Lab Internacion";915.74;50;457.87
50009;"prednisolona acetato+fenilefrina";"FENIPRED ACETATO";"fco.gotero x 10 ml";"Lab Internacion";983.65;80;196.73
45737;salbutamol;"AIRCOSALM HFA";"aer.inhal.c/adap.x 200ds";"Lab Internacion";362.86;80;72.57
46729;salbutamol;"AIRCOSALM HFA";"aer.inhal.c/adap.x 250ds";"Lab Internacion";421.65;80;84.33
46747;salbutamol;"AIRSALBU HFA";"aer.x 12.5 ml/250 ds.";"Lab Internacion";80.45;80;16.09
45441;salbutamol;AIRCOSALM;"fco.x 20 ml";"Lab Internacion";181.17;80;36.23
47055;salbutamol+beclometasona;"AIRCOMBI HFA";"aer.inhal.x 250 dosis";"Lab Internacion";283.97;80;56.79
47053;sodio.cloruro;TOTALATLAS;"spray nasal x 25 ml";"Lab Internacion";111.47;50;55.74
47054;sodio.cloruro;"TOTALATLAS FORTE";"spray nasal x 25 ml";"Lab Internacion";155.16;50;77.58
44425;tobramicina;"TOBRAMICINA ATLAS";"sol.oft.esteril x 5 ml";"Lab Internacion";358.82;60;143.53
45664;tobramicina+dexametasona;"TOBRATLAS DEXA";"gts.oft.x 5 ml";"Lab Internacion";409.17;50;204.59
52151;travoprost;"GLAUNOT SC";"sol.oft.x 2.5 ml";"Lab Internacion";958.89;60;383.56
43391;travoprost;GLAUNOT;"sol.oft.x 2.5 ml";"Lab Internacion";907.63;60;363.05
45626;travoprost+timolol;"GLAUNOT T";"sol.oft.x 2.5 ml";"Lab Internacion";1474.13;50;737.07
55784;acetilcisteína;"QURA MUK";"600 mg comp.disp.x 10";"Laboratorios Be";482.28;50;241.14
55781;acetilcisteína;"QURA MUK";"600 mg comp.disp.x 20";"Laboratorios Be";817.23;50;408.62
17914;amlodipina;ARTERIOSAN;"10 mg comp.x 30";"Laboratorios Be";985.96;60;394.38
17912;amlodipina;ARTERIOSAN;"5 mg comp.x 30";"Laboratorios Be";539.59;60;215.84
31896;amlodipina+benazepril;"ARTERIOSAN PLUS";"2.5/10 mg caps.x 30";"Laboratorios Be";539.89;50;269.95
31897;amlodipina+benazepril;"ARTERIOSAN PLUS";"5/10 mg caps.x 30";"Laboratorios Be";843.62;50;421.81
46167;amlodipina+benazepril;"ARTERIOSAN PLUS";"5/20 mg caps.x 30";"Laboratorios Be";1045.66;50;522.83
47753;amlodipina+losartán.potásico;"ARTERIOSAN COMPUESTO";"5/100 mg comp.x 30";"Laboratorios Be";1169.78;50;584.89
47752;amlodipina+losartán.potásico;"ARTERIOSAN COMPUESTO";"5/50 mg comp.x 30";"Laboratorios Be";1078.22;50;539.11
10605;amoxicilina;AMIXEN;"500 mg comp.x 16";"Laboratorios Be";247.21;60;98.88
35771;amoxicilina;AMIXEN;"500 mg comp.x 21";"Laboratorios Be";245.46;60;98.18
10604;amoxicilina;AMIXEN;"500 mg comp.x 8";"Laboratorios Be";136.8;60;54.72
38175;amoxicilina;"AMIXEN DUO";"comp.rec.x 14";"Laboratorios Be";350.19;60;140.08
53542;amoxicilina+acetilcisteína;"AMIXEN AC";"comp.rec. x 14";"Laboratorios Be";519.59;50;259.8
34229;amoxicilina+clavulánico.ác.;"AMIXEN CLAVULANICO 1 G";"1 g comp.rec.x 14";"Laboratorios Be";762.33;60;304.93
34228;amoxicilina+clavulánico.ác.;"AMIXEN CLAVULANICO";"500 mg comp.rec.x 16";"Laboratorios Be";743.46;60;297.38
34227;amoxicilina+clavulánico.ác.;"AMIXEN CLAVULANICO";"500 mg comp.rec.x 8";"Laboratorios Be";389.53;60;155.81
19280;atorvastatín;LIPOCAMBI;"10 mg comp.x 30";"Laboratorios Be";1212.29;80;242.46
22967;atorvastatín;LIPOCAMBI;"20 mg comp.x 30";"Laboratorios Be";1955.48;80;391.1
46168;atorvastatín;LIPOCAMBI;"40 mg comp.x 30";"Laboratorios Be";2183.18;80;436.64
44652;atorvastatín+ezetimibe;"LIPOCAMBI PLUS";"10/10 mg comp.x 30";"Laboratorios Be";905.59;50;452.8
44653;atorvastatín+ezetimibe;"LIPOCAMBI PLUS";"20/10 mg comp.x 30";"Laboratorios Be";1293.66;50;646.83
17365;azitromicina;MISULTINA;"500 mg comp.rec.x 3";"Laboratorios Be";424.9;60;169.96
36735;azitromicina;MISULTINA;"500 mg comp.rec.x 5";"Laboratorios Be";490.53;60;196.21
18733;azitromicina;MISULTINA;"500 mg comp.rec.x 6";"Laboratorios Be";588.25;60;235.3
18734;azitromicina;MISULTINA;"susp.x 30 ml";"Laboratorios Be";599.31;60;239.72
37469;carvedilol;CORAFEN;"12.5 mg comp.ran.x 28";"Laboratorios Be";439.59;60;175.84
37470;carvedilol;CORAFEN;"25 mg comp.ran.x 28";"Laboratorios Be";538.33;60;215.33
38370;carvedilol;CORAFEN;"3.125 mg comp.ran.x 28";"Laboratorios Be";204.24;60;81.7
43405;carvedilol;CORAFEN;"50 mg comp.x 28";"Laboratorios Be";649.44;60;259.78
37468;carvedilol;CORAFEN;"6.25 mg comp.ran.x 28";"Laboratorios Be";360.21;60;144.08
18230;clembuterol;"BRONQ C";"comp.x 30";"Laboratorios Be";248.96;60;99.58
5487;clembuterol;"BRONQ C";"jbe.x 100 ml";"Laboratorios Be";350.96;60;140.38
42079;desogestrel;CAMELIA;"comp.rec.x 28";"Laboratorios Be";520.42;50;260.21
48320;"diclofenac sódico";"DISIPAN 75 MG";"75 mg comp.rec.x 15";"Laboratorios Be";536.68;50;268.34
48321;"diclofenac sódico";"DISIPAN 75 MG";"75 mg comp.rec.x 30";"Laboratorios Be";943.83;50;471.92
47828;"dienogest+valerato de estradiol";AZUCENA;"comp.rec.x 28";"Laboratorios Be";747.17;50;373.59
33139;"diosmina+hesperidina micronizada";"TERBENOL DUO";"comp.x 30";"Laboratorios Be";877.58;50;438.79
48168;"diosmina+hesperidina micronizada";"TERBENOL DUO";"comp.x 60";"Laboratorios Be";1591.34;50;795.67
50487;"diosmina+hesperidina micronizada";"TERBENOL UD";"sob.x 30";"Laboratorios Be";1615.99;50;808
39992;drospirenona+etinilestradiol;"KALA MD";"comp.rec.x 28";"Laboratorios Be";788.56;50;394.28
38236;drospirenona+etinilestradiol;KALA;"comp.rec.x 28";"Laboratorios Be";695.68;50;347.84
50014;eplerenona;ETILES;"25 mg comp.x 30";"Laboratorios Be";763.66;50;381.83
50016;eplerenona;ETILES;"50 mg comp.x 30";"Laboratorios Be";1119.3;50;559.65
54863;esomeprazol;ESOGASTEC;"20 mg cáps.x 30";"Laboratorios Be";1114.55;50;557.28
54864;esomeprazol;ESOGASTEC;"40 mg cáps.x 30";"Laboratorios Be";1566.99;50;783.5
37810;etinilestradiol+gestodeno;CUIDAFEM;"comp.rec.x 21";"Laboratorios Be";374.03;50;187.02
37809;etinilestradiol+gestodeno;ALELI;"comp.rec.x 28";"Laboratorios Be";514.57;50;257.29
36512;ezetimibe;ALIPAS;"10 mg comp.x 30";"Laboratorios Be";665.78;50;332.89
37362;ezetimibe+simvastatin;"ALIPAS DUO";"10/10 mg comp.x 30";"Laboratorios Be";887.27;50;443.64
37363;ezetimibe+simvastatin;"ALIPAS DUO";"10/20 mg comp.x 30";"Laboratorios Be";875.36;50;437.68
37364;ezetimibe+simvastatin;"ALIPAS DUO";"10/40 mg comp.x 30";"Laboratorios Be";1327.99;50;664
1289;fenofibrato;PROCETOKEN;"100 mg comp.x 60";"Laboratorios Be";474.87;60;189.95
8213;fenofibrato;PROCETOKEN;"300 mg comp.x 30";"Laboratorios Be";1532.44;60;612.98
44353;"fenofibrato micronizado";PROCETOKEN;"200 mg cáps.x 30";"Laboratorios Be";1289.66;60;515.86
54677;fenofíbrico.ác.;"PROCETOKEN XR";"135 mg cáps.x 30";"Laboratorios Be";1247.69;60;499.08
54678;fenofíbrico.ác.;"PROCETOKEN XR";"45 mg cáps.x 30";"Laboratorios Be";992.18;60;396.87
14907;fluoxetina;ANIMEX-ON;"20 mg comp.x 30";"Laboratorios Be";584.82;50;292.41
44688;fólico.ác.;"BERNAFOLIC 1";"1 mg comp.x 30";"Laboratorios Be";274.24;50;137.12
44689;fólico.ác.;"BERNAFOLIC 1";"1 mg comp.x 60";"Laboratorios Be";428.01;50;214.01
44690;fólico.ác.;"BERNAFOLIC 5";"5 mg comp.x 30";"Laboratorios Be";345.72;50;172.86
44691;fólico.ác.;"BERNAFOLIC 5";"5 mg comp.x 60";"Laboratorios Be";585.64;50;292.82
41530;"hedera helix";"QURA TOS";"jbe.x 100 ml";"Laboratorios Be";290.5;50;145.25
12612;hexetidina+bencidamina;"BUCHEX FORTE";"fco.x 200 ml";"Laboratorios Be";419.02;50;209.51
39553;ibandrónico.ác.;IBANLEG;"150 mg comp.rec.x 1";"Laboratorios Be";1221.41;50;610.71
39554;ibandrónico.ác.;IBANLEG;"150 mg comp.rec.x 3";"Laboratorios Be";2509.18;50;1254.59
25367;ketorolac;"SINALGICO SL";"10 mg comp.subl.x 10";"Laboratorios Be";387.45;50;193.73
25369;ketorolac;"SINALGICO SL";"10 mg comp.subl.x 20";"Laboratorios Be";751.13;50;375.57
11961;ketorolac;SINALGICO;"10 mg comp.x 20";"Laboratorios Be";456.97;50;228.49
11709;ketorolac;SINALGICO;"20 mg comp.x 10";"Laboratorios Be";430.13;50;215.07
11962;ketorolac;SINALGICO;"20 mg comp.x 20";"Laboratorios Be";724.02;50;362.01
11710;ketorolac;SINALGICO;"30 mg a.x 3 x 1 ml";"Laboratorios Be";221.86;50;110.93
19126;ketorolac;SINALGICO;"60 mg a.x 3 x 2 ml";"Laboratorios Be";615.83;50;307.92
44693;levofloxacina;BACFURON;"500 mg comp.rec.x 14";"Laboratorios Be";976.34;60;390.54
44692;levofloxacina;BACFURON;"500 mg comp.rec.x 7";"Laboratorios Be";500.16;60;200.06
44694;levofloxacina;BACFURON;"750 mg comp.rec.x 5";"Laboratorios Be";571.76;60;228.7
41532;losartán;"VASEXTEN 100";"100 mg comp.rec.x 30";"Laboratorios Be";1188.39;80;237.68
41531;losartán;"VASEXTEN 50";"50 mg comp.rec.x 30";"Laboratorios Be";963.44;80;192.69
41541;losartán+hidroclorotiazida;"VASEXTEN D";"100/25 mg comp.rec.x 30";"Laboratorios Be";1236.66;60;494.66
41540;losartán+hidroclorotiazida;"VASEXTEN D";"50/12.5 mg comp.rec.x 30";"Laboratorios Be";1110.27;60;444.11
50496;"loxoprofeno sodico anhidro";TABE;"60 mg comp.x 20";"Laboratorios Be";627.54;50;313.77
40583;metronidazol;OVUFEM;"comp.rec.x 20";"Laboratorios Be";460.73;50;230.37
40582;metronidazol;OVUFEM;"comp.rec.x 8";"Laboratorios Be";199.57;50;99.79
40581;miconazol+metronidazol+asoc.;OVUFEM;"ov.x 12";"Laboratorios Be";766.86;50;383.43
40580;miconazol+metronidazol+asoc.;OVUFEM;"ov.x 6";"Laboratorios Be";424.73;50;212.37
594;naproxeno;"ALIDASE 500";"comp.x 10";"Laboratorios Be";378.19;50;189.1
1243;naproxeno;ALIDASE;"comp.x 10";"Laboratorios Be";198.58;50;99.29
603;naproxeno;"ALIDASE 500";"comp.x 40";"Laboratorios Be";1127.61;50;563.81
50488;nomegestrol.acetato+estradiol;AMAPOLI;"comp.rec.x 28";"Laboratorios Be";808.25;50;404.13
19114;omeprazol;GASTEC;"10 mg caps.x 30";"Laboratorios Be";601.05;50;300.53
9621;omeprazol;GASTEC;"20 mg caps.x 15";"Laboratorios Be";568.76;50;284.38
9622;omeprazol;GASTEC;"20 mg caps.x 30";"Laboratorios Be";1055.57;50;527.79
32551;omeprazol;GASTEC;"20 mg caps.x 70";"Laboratorios Be";1966.69;50;983.35
32552;omeprazol;GASTEC;"40 mg caps.x 28";"Laboratorios Be";1831.98;50;915.99
39560;omeprazol+sodio.bicarbonato;"GASTEC RAPIDO";"20 mg caps.x 30";"Laboratorios Be";877.38;50;438.69
39561;omeprazol+sodio.bicarbonato;"GASTEC RAPIDO";"40 mg caps.x 15";"Laboratorios Be";853.31;50;426.66
33575;paracetamol+pseudoefedrina+asoc.;"QURA PLUS";"comp.rec.x 20";"Laboratorios Be";286.77;50;143.39
15484;paracetamol+pseudoefedrina+asoc.;QURA;"comp.rec.x 20";"Laboratorios Be";256.31;50;128.16
46184;paracetamol+pseudoefedrina+asoc.;"QURA PLUS";"jbe.x 100 ml";"Laboratorios Be";280.15;50;140.08
15483;piroxicam;"SOLOCALM GEL";"1% env.x 30 g";"Laboratorios Be";300.21;50;150.11
5515;piroxicam;SOLOCALM;"20 mg comp.x 20";"Laboratorios Be";318.8;50;159.4
5516;piroxicam;SOLOCALM;"20 mg comp.x 40";"Laboratorios Be";469.35;50;234.68
5743;piroxicam+carisoprodol;"SOLOCALM FLEX";"comp.x 10";"Laboratorios Be";185.93;50;92.97
8258;piroxicam+carisoprodol;"SOLOCALM FLEX";"comp.x 20";"Laboratorios Be";330.44;50;165.22
13642;piroxicam+carisoprodol+asoc.;"SOLOCALM PLUS";"comp.x 20";"Laboratorios Be";644.65;50;322.33
52884;rifaximina;ROCIAMIN;"200 mg comp.rec.x 20";"Laboratorios Be";802.08;50;401.04
52885;rifaximina;ROCIAMIN;"200 mg comp.rec.x 40";"Laboratorios Be";1585.41;50;792.71
52886;rifaximina;ROCIAMIN;"400 mg comp.rec.x 30";"Laboratorios Be";2343.77;50;1171.89
55172;rosuvastatina;ROSUBER;"10 mg comp.x 30";"Laboratorios Be";929.84;50;464.92
55173;rosuvastatina;ROSUBER;"20 mg comp.x 30";"Laboratorios Be";1696.29;50;848.15
55174;rosuvastatina;ROSUBER;"40 mg comp.x 30";"Laboratorios Be";2671.23;50;1335.62
55171;rosuvastatina;ROSUBER;"5 mg comp.x 30";"Laboratorios Be";609.88;50;304.94
22171;sildenafil;VORST;"100 mg comp.x 2";"Laboratorios Be";235.91;50;117.96
22172;sildenafil;VORST;"100 mg comp.x 4";"Laboratorios Be";408.14;50;204.07
30160;sildenafil;VORST;"100 mg comp.x 6";"Laboratorios Be";595.92;50;297.96
30158;sildenafil;VORST;"25 mg comp.x 6";"Laboratorios Be";362.57;50;181.29
35059;sildenafil;VORST-M;"50 mg comp.ran.mast.x 20";"Laboratorios Be";1479.48;50;739.74
35058;sildenafil;VORST-M;"50 mg comp.ran.mast.x 6";"Laboratorios Be";447.69;50;223.85
22168;sildenafil;VORST;"50 mg comp.x 2";"Laboratorios Be";161.19;50;80.6
33450;sildenafil;VORST;"50 mg comp.x 20";"Laboratorios Be";1377.61;50;688.81
22169;sildenafil;VORST;"50 mg comp.x 4";"Laboratorios Be";280.62;50;140.31
30159;sildenafil;VORST;"50 mg comp.x 6";"Laboratorios Be";438.86;50;219.43
20850;simvastatin;LISAC;"10 mg comp.rec.x 30";"Laboratorios Be";824.12;80;164.82
37033;simvastatin;LISAC;"20 mg comp.rec.x 30";"Laboratorios Be";1088.1;80;217.62
1258;sodio.fluoruro;FLUORDENT;"comp.x 30";"Laboratorios Be";387.6;50;193.8
1260;sodio.fluoruro;FLUORDENT;"gts.x 30 ml";"Laboratorios Be";387.6;50;193.8
17125;sodio.fluoruro+asoc.;"FLUORDENT PX COLUTORIO";"fco.x 200 ml";"Laboratorios Be";385.3;50;192.65
54773;tadalafilo;"VORST 36";"20 mg comp.rec.x 1";"Laboratorios Be";365.58;50;182.79
54776;tadalafilo;"VORST 36";"20 mg comp.rec.x 10";"Laboratorios Be";3123.82;50;1561.91
54774;tadalafilo;"VORST 36";"20 mg comp.rec.x 2";"Laboratorios Be";668.74;50;334.37
54775;tadalafilo;"VORST 36";"20 mg comp.rec.x 4";"Laboratorios Be";1295.81;50;647.91
54772;tadalafilo;"VORST 36";"5 mg comp.rec.x 30";"Laboratorios Be";3216.37;50;1608.19
34368;trimebutina;"MIOPROPAN LP";"comp.x 20";"Laboratorios Be";552.51;50;276.26
33675;trimebutina;"MIOPROPAN 200";"comp.x 20";"Laboratorios Be";372.09;50;186.05
1271;trimebutina;MIOPROPAN;"comp.x 20";"Laboratorios Be";270.64;50;135.32
13970;trimebutina;"MIOPROPAN 200";"comp.x 30";"Laboratorios Be";473.74;50;236.87
28281;trimebutina;"MIOPROPAN LP";"comp.x 30";"Laboratorios Be";613.86;50;306.93
5160;trimebutina;MIOPROPAN;"comp.x 40";"Laboratorios Be";434.15;50;217.08
35854;trimebutina;"MIOPROPAN 200";"comp.x 60";"Laboratorios Be";953.23;50;476.62
35855;trimebutina;"MIOPROPAN LP";"comp.x 60";"Laboratorios Be";1190.53;50;595.27
1274;trimebutina+bromazepam;"MIOPROPAN T";"100/1.5 mg comp.x 20";"Laboratorios Be";319.38;50;159.69
1275;trimebutina+bromazepam;"MIOPROPAN T";"100/1.5 mg comp.x 50";"Laboratorios Be";731.39;50;365.7
40718;trimebutina+bromazepam;"MIOPROPAN T 200";"200/1.5 mg comp.x 30";"Laboratorios Be";574.45;50;287.23
26587;trimebutina+ruscogenina;"MIOPROPAN PROCTOLOGICO";"cr.x 20 g";"Laboratorios Be";655.18;50;327.59
43341;trimebutina+simeticona;"MIOPROPAN S";"comp.x 30";"Laboratorios Be";652.72;50;326.36
43342;trimebutina+simeticona;"MIOPROPAN S";"comp.x 60";"Laboratorios Be";1124.35;50;562.18
50532;vit.d3;"SUBICAL SOLUCION ORAL";"100.000 UI f.a.x 2 ml";"Laboratorios Be";553.49;50;276.75
55782;vit.d3;"SUBICAL CB";"cáps.bl.x 1";"Laboratorios Be";527.59;50;263.8
55783;vit.d3;"SUBICAL CB";"cáps.bl.x 2";"Laboratorios Be";851.88;50;425.94
44962;aciclovir;LAFEVIR;"200 mg comp.x 20";Lafedar;527.31;60;210.92
44963;aciclovir;LAFEVIR;"200 mg comp.x 40";Lafedar;691.94;60;276.78
29864;aciclovir;LAFEVIR;"5 g/100 g cr.dérm.x 10 g";Lafedar;229.35;50;114.68
36219;aciclovir;LAFEVIR;"5 g/100 g cr.dérm.x 5 g";Lafedar;194.15;50;97.08
44964;aciclovir;LAFEVIR;"500 mg liof.a.x 1";Lafedar;623.6;60;249.44
44960;aciclovir;LAFEVIR;"800 mg comp.x 20";Lafedar;869.49;60;347.8
44961;aciclovir;LAFEVIR;"800 mg comp.x 40";Lafedar;1603.35;60;641.34
32357;alendronato;LENDRONAL;"comp.x 4";Lafedar;530.14;60;212.06
38867;aluminio.hidr.+magn.hidr.+oxetac;MUCAINE;"susp.gel x 150 ml";Lafedar;249.29;50;124.65
38868;aluminio.hidr.+magn.hidr.+oxetac;MUCAINE;"susp.gel x 300 ml";Lafedar;372.39;50;186.2
39884;aminoácidos+vit.b6;PROTEIGENO;"comp.x 100";Lafedar;954.64;50;477.32
39882;aminoácidos+vit.b6;PROTEIGENO;"comp.x 20";Lafedar;233.33;50;116.67
39883;aminoácidos+vit.b6;PROTEIGENO;"comp.x 50";Lafedar;503.45;50;251.73
37427;amiodarona;MIODARONA;"200 mg comp.x 20";Lafedar;149.83;80;29.97
37428;amiodarona;MIODARONA;"200 mg comp.x 40";Lafedar;218.18;80;43.64
42818;amitriptilina;FIORDA;"25 mg comp.rec.x 14";Lafedar;171.73;50;85.87
39979;amitriptilina;FIORDA;"25 mg comp.rec.x 28";Lafedar;274.03;50;137.02
49453;amitriptilina;FIORDA;"25 mg comp.rec.x 30";Lafedar;311.76;50;155.88
45809;atorvastatín;LIPODREN;"10 mg comp.x 30";Lafedar;1169.11;80;233.82
45811;atorvastatín;LIPODREN;"20 mg comp.x 30";Lafedar;1897.32;80;379.46
11996;bromazepam;NEUROZEPAM;"3 mg comp.x 30";Lafedar;182.62;50;91.31
11997;bromazepam;NEUROZEPAM;"6 mg comp.x 30";Lafedar;336.41;50;168.21
46879;budesonide;"EXUDROL BUDE";"sol.x 20 ml";Lafedar;878.18;80;175.64
22144;buflomedil;"BUFLOMEDIL LAFEDAR";"iny.a.x 6";Lafedar;1200;50;600
46895;carvedilol;KOLLOSTERIL;"12.5 mg comp.x 28";Lafedar;356.48;60;142.59
46896;carvedilol;KOLLOSTERIL;"25 mg comp.x 28";Lafedar;472.47;60;188.99
46897;carvedilol;KOLLOSTERIL;"6.25 mg comp.x 28";Lafedar;316.59;60;126.64
37426;dexametasona;DEXALAF;"4 mg comp.x 10";Lafedar;247.02;50;123.51
37425;dexametasona;DEXALAF;"4 mg comp.x 20";Lafedar;466.97;50;233.49
51328;dexametasona;DEXALAF;"8 mg comp.x 10";Lafedar;400.54;50;200.27
51329;dexametasona;DEXALAF;"8 mg comp.x 20";Lafedar;863.24;50;431.62
51343;dexametasona;DEXALAF;"8 mg comp.x 30";Lafedar;960.42;50;480.21
22175;dextrometorfano;DEXTROTOS;"jbe.x 100 ml";Lafedar;530.29;50;265.15
36279;"diclofenac sódico";"DIFENAC RETARD";"100 mg comp.rec.x 15";Lafedar;509.7;50;254.85
36278;"diclofenac sódico";DIFENAC;"75 mg comp.rec.x 15";Lafedar;542.79;50;271.4
41670;diclofenac+vit.b12+betametasona;"DIFENAC FORTE";"comp.rec.x 15";Lafedar;583.48;50;291.74
29874;digoxina;"DIGOXINA LAFEDAR";"0.25 mg comp.x 40";Lafedar;251.54;80;50.31
29875;digoxina;"DIGOXINA LAFEDAR";"75 mg gts.x 10 ml";Lafedar;258.83;80;51.77
40016;dimenhidrinato;VERTIGMINE;"50 mg comp.x 12";Lafedar;325.49;50;162.75
40017;dimenhidrinato;VERTIGMINE;"50 mg comp.x 24";Lafedar;474.48;50;237.24
40018;dimenhidrinato;VERTIGMINE;"sol.x 100 ml";Lafedar;265.35;50;132.68
38149;espironolactona;MODULACTONE;"100 mg comp.x 30";Lafedar;687.39;50;343.7
38148;espironolactona;MODULACTONE;"25 mg comp.x 30";Lafedar;441.28;50;220.64
